mean_loss,mean_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,neg_mean_loss,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
-2.3841858e-07,0.5,0.8128950595855713,False,,,1,2.3841858e-07,9f1e47921e174594a444040c9c1a6f55,2021-06-08_20-00-11,1623178811,0.8128950595855713,161461,timo-ThinkPad-P1,192.168.0.13,0.8128950595855713,0,1,942ba_00070
0.0,0.5,0.06690526008605957,False,,,2,,9f1e47921e174594a444040c9c1a6f55,2021-06-08_20-00-11,1623178811,0.8798003196716309,161461,timo-ThinkPad-P1,192.168.0.13,0.8798003196716309,0,2,942ba_00070
2.3841858e-07,0.5,0.0798649787902832,False,,,3,-2.3841858e-07,9f1e47921e174594a444040c9c1a6f55,2021-06-08_20-00-11,1623178811,0.9596652984619141,161461,timo-ThinkPad-P1,192.168.0.13,0.9596652984619141,0,3,942ba_00070
1.1920929e-07,0.5,0.05871915817260742,False,,,4,-1.1920929e-07,9f1e47921e174594a444040c9c1a6f55,2021-06-08_20-00-11,1623178811,1.0183844566345215,161461,timo-ThinkPad-P1,192.168.0.13,1.0183844566345215,0,4,942ba_00070
-2.3841858e-07,0.5,0.08567476272583008,False,,,5,2.3841858e-07,9f1e47921e174594a444040c9c1a6f55,2021-06-08_20-00-11,1623178811,1.1040592193603516,161461,timo-ThinkPad-P1,192.168.0.13,1.1040592193603516,0,5,942ba_00070
-4.7683716e-07,0.5,0.07430887222290039,False,,,6,4.7683716e-07,9f1e47921e174594a444040c9c1a6f55,2021-06-08_20-00-11,1623178811,1.178368091583252,161461,timo-ThinkPad-P1,192.168.0.13,1.178368091583252,0,6,942ba_00070
0.0,0.5,0.05840277671813965,False,,,7,,9f1e47921e174594a444040c9c1a6f55,2021-06-08_20-00-12,1623178812,1.2367708683013916,161461,timo-ThinkPad-P1,192.168.0.13,1.2367708683013916,0,7,942ba_00070
-9.536743e-07,0.5,0.05915331840515137,False,,,8,9.536743e-07,9f1e47921e174594a444040c9c1a6f55,2021-06-08_20-00-12,1623178812,1.295924186706543,161461,timo-ThinkPad-P1,192.168.0.13,1.295924186706543,0,8,942ba_00070
-1.66893e-06,0.5,0.061428070068359375,False,,,9,1.66893e-06,9f1e47921e174594a444040c9c1a6f55,2021-06-08_20-00-12,1623178812,1.3573522567749023,161461,timo-ThinkPad-P1,192.168.0.13,1.3573522567749023,0,9,942ba_00070
-1.9073486e-06,0.5,0.06062173843383789,False,,,10,1.9073486e-06,9f1e47921e174594a444040c9c1a6f55,2021-06-08_20-00-12,1623178812,1.4179739952087402,161461,timo-ThinkPad-P1,192.168.0.13,1.4179739952087402,0,10,942ba_00070
-2.861023e-06,0.5,0.05990195274353027,False,,,11,2.861023e-06,9f1e47921e174594a444040c9c1a6f55,2021-06-08_20-00-12,1623178812,1.4778759479522705,161461,timo-ThinkPad-P1,192.168.0.13,1.4778759479522705,0,11,942ba_00070
-6.0796738e-06,0.5,0.059114933013916016,False,,,12,6.0796738e-06,9f1e47921e174594a444040c9c1a6f55,2021-06-08_20-00-12,1623178812,1.5369908809661865,161461,timo-ThinkPad-P1,192.168.0.13,1.5369908809661865,0,12,942ba_00070
-1.04904175e-05,0.5,0.05335545539855957,False,,,13,1.04904175e-05,9f1e47921e174594a444040c9c1a6f55,2021-06-08_20-00-12,1623178812,1.590346336364746,161461,timo-ThinkPad-P1,192.168.0.13,1.590346336364746,0,13,942ba_00070
-1.8119812e-05,0.5,0.055474042892456055,False,,,14,1.8119812e-05,9f1e47921e174594a444040c9c1a6f55,2021-06-08_20-00-12,1623178812,1.6458203792572021,161461,timo-ThinkPad-P1,192.168.0.13,1.6458203792572021,0,14,942ba_00070
-3.0994415e-05,0.5,0.05718350410461426,False,,,15,3.0994415e-05,9f1e47921e174594a444040c9c1a6f55,2021-06-08_20-00-12,1623178812,1.7030038833618164,161461,timo-ThinkPad-P1,192.168.0.13,1.7030038833618164,0,15,942ba_00070
-5.197525e-05,0.5,0.05872392654418945,False,,,16,5.197525e-05,9f1e47921e174594a444040c9c1a6f55,2021-06-08_20-00-12,1623178812,1.7617278099060059,161461,timo-ThinkPad-P1,192.168.0.13,1.7617278099060059,0,16,942ba_00070
-8.8214874e-05,0.75,0.05881166458129883,False,,,17,8.8214874e-05,9f1e47921e174594a444040c9c1a6f55,2021-06-08_20-00-12,1623178812,1.8205394744873047,161461,timo-ThinkPad-P1,192.168.0.13,1.8205394744873047,0,17,942ba_00070
-0.00014972687,0.5,0.059885263442993164,False,,,18,0.00014972687,9f1e47921e174594a444040c9c1a6f55,2021-06-08_20-00-12,1623178812,1.8804247379302979,161461,timo-ThinkPad-P1,192.168.0.13,1.8804247379302979,0,18,942ba_00070
-0.00025558472,0.5,0.056351661682128906,False,,,19,0.00025558472,9f1e47921e174594a444040c9c1a6f55,2021-06-08_20-00-12,1623178812,1.9367763996124268,161461,timo-ThinkPad-P1,192.168.0.13,1.9367763996124268,0,19,942ba_00070
-0.000436306,0.5,0.06739592552185059,False,,,20,0.000436306,9f1e47921e174594a444040c9c1a6f55,2021-06-08_20-00-12,1623178812,2.0041723251342773,161461,timo-ThinkPad-P1,192.168.0.13,2.0041723251342773,0,20,942ba_00070
-0.0007456541,0.5,0.05361676216125488,False,,,21,0.0007456541,9f1e47921e174594a444040c9c1a6f55,2021-06-08_20-00-12,1623178812,2.0577890872955322,161461,timo-ThinkPad-P1,192.168.0.13,2.0577890872955322,0,21,942ba_00070
