mean_loss,mean_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0.0,0.475,1.3204154968261719,False,,,1,2abb79a9ad42403eb42b44ad45441a50,2021-06-08_20-01-21,1623178881,1.3204154968261719,164197,timo-ThinkPad-P1,192.168.0.13,1.3204154968261719,0,1,942ba_00128
-1.1920929e-07,0.5,0.3372523784637451,False,,,2,2abb79a9ad42403eb42b44ad45441a50,2021-06-08_20-01-21,1623178881,1.657667875289917,164197,timo-ThinkPad-P1,192.168.0.13,1.657667875289917,0,2,942ba_00128
-2.3841858e-07,0.5,0.19998621940612793,False,,,3,2abb79a9ad42403eb42b44ad45441a50,2021-06-08_20-01-21,1623178881,1.857654094696045,164197,timo-ThinkPad-P1,192.168.0.13,1.857654094696045,0,3,942ba_00128
3.5762787e-07,0.5,0.12082147598266602,False,,,4,2abb79a9ad42403eb42b44ad45441a50,2021-06-08_20-01-21,1623178881,1.978475570678711,164197,timo-ThinkPad-P1,192.168.0.13,1.978475570678711,0,4,942ba_00128
-4.7683716e-07,0.5,0.08369612693786621,False,,,5,2abb79a9ad42403eb42b44ad45441a50,2021-06-08_20-01-21,1623178881,2.062171697616577,164197,timo-ThinkPad-P1,192.168.0.13,2.062171697616577,0,5,942ba_00128
0.0,0.5,0.08033537864685059,False,,,6,2abb79a9ad42403eb42b44ad45441a50,2021-06-08_20-01-21,1623178881,2.1425070762634277,164197,timo-ThinkPad-P1,192.168.0.13,2.1425070762634277,0,6,942ba_00128
0.0,0.5,0.09439945220947266,False,,,7,2abb79a9ad42403eb42b44ad45441a50,2021-06-08_20-01-22,1623178882,2.2369065284729004,164197,timo-ThinkPad-P1,192.168.0.13,2.2369065284729004,0,7,942ba_00128
-1.1920929e-06,0.5,0.12372016906738281,False,,,8,2abb79a9ad42403eb42b44ad45441a50,2021-06-08_20-01-22,1623178882,2.360626697540283,164197,timo-ThinkPad-P1,192.168.0.13,2.360626697540283,0,8,942ba_00128
2.3841858e-07,0.5,0.12761378288269043,False,,,9,2abb79a9ad42403eb42b44ad45441a50,2021-06-08_20-01-22,1623178882,2.4882404804229736,164197,timo-ThinkPad-P1,192.168.0.13,2.4882404804229736,0,9,942ba_00128
-3.5762787e-07,0.5,0.12570905685424805,False,,,10,2abb79a9ad42403eb42b44ad45441a50,2021-06-08_20-01-22,1623178882,2.6139495372772217,164197,timo-ThinkPad-P1,192.168.0.13,2.6139495372772217,0,10,942ba_00128
0.0,0.5,0.28718066215515137,False,,,11,2abb79a9ad42403eb42b44ad45441a50,2021-06-08_20-01-22,1623178882,2.901130199432373,164197,timo-ThinkPad-P1,192.168.0.13,2.901130199432373,0,11,942ba_00128
3.5762787e-07,0.5,0.14063358306884766,False,,,12,2abb79a9ad42403eb42b44ad45441a50,2021-06-08_20-01-22,1623178882,3.0417637825012207,164197,timo-ThinkPad-P1,192.168.0.13,3.0417637825012207,0,12,942ba_00128
3.5762787e-07,0.5,0.1312999725341797,False,,,13,2abb79a9ad42403eb42b44ad45441a50,2021-06-08_20-01-22,1623178882,3.1730637550354004,164197,timo-ThinkPad-P1,192.168.0.13,3.1730637550354004,0,13,942ba_00128
-8.34465e-07,0.5,0.12264657020568848,False,,,14,2abb79a9ad42403eb42b44ad45441a50,2021-06-08_20-01-23,1623178883,3.295710325241089,164197,timo-ThinkPad-P1,192.168.0.13,3.295710325241089,0,14,942ba_00128
-1.1920929e-06,0.5,0.13573908805847168,False,,,15,2abb79a9ad42403eb42b44ad45441a50,2021-06-08_20-01-23,1623178883,3.4314494132995605,164197,timo-ThinkPad-P1,192.168.0.13,3.4314494132995605,0,15,942ba_00128
-7.1525574e-07,0.5,0.13944172859191895,False,,,16,2abb79a9ad42403eb42b44ad45441a50,2021-06-08_20-01-23,1623178883,3.5708911418914795,164197,timo-ThinkPad-P1,192.168.0.13,3.5708911418914795,0,16,942ba_00128
-2.1457672e-06,0.5,0.14112114906311035,False,,,17,2abb79a9ad42403eb42b44ad45441a50,2021-06-08_20-01-23,1623178883,3.71201229095459,164197,timo-ThinkPad-P1,192.168.0.13,3.71201229095459,0,17,942ba_00128
-2.503395e-06,0.5,0.1348121166229248,False,,,18,2abb79a9ad42403eb42b44ad45441a50,2021-06-08_20-01-23,1623178883,3.8468244075775146,164197,timo-ThinkPad-P1,192.168.0.13,3.8468244075775146,0,18,942ba_00128
-3.4570694e-06,0.5,0.22388601303100586,False,,,19,2abb79a9ad42403eb42b44ad45441a50,2021-06-08_20-01-23,1623178883,4.0707104206085205,164197,timo-ThinkPad-P1,192.168.0.13,4.0707104206085205,0,19,942ba_00128
