mean_loss,mean_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,neg_mean_loss,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
-2.18153e-05,0.5,0.6849675178527832,False,,,1,2.18153e-05,e1644a771d7c48c3a0f9bed09b0733cb,2021-06-08_20-17-53,1623179873,0.6849675178527832,182357,timo-ThinkPad-P1,192.168.0.13,0.6849675178527832,0,1,dce25_00158
5.7697296e-05,0.5,0.06984567642211914,False,,,2,-5.7697296e-05,e1644a771d7c48c3a0f9bed09b0733cb,2021-06-08_20-17-53,1623179873,0.7548131942749023,182357,timo-ThinkPad-P1,192.168.0.13,0.7548131942749023,0,2,dce25_00158
-6.425381e-05,0.5,0.06478500366210938,False,,,3,6.425381e-05,e1644a771d7c48c3a0f9bed09b0733cb,2021-06-08_20-17-53,1623179873,0.8195981979370117,182357,timo-ThinkPad-P1,192.168.0.13,0.8195981979370117,0,3,dce25_00158
3.385544e-05,0.5,0.1453869342803955,False,,,4,-3.385544e-05,e1644a771d7c48c3a0f9bed09b0733cb,2021-06-08_20-17-53,1623179873,0.9649851322174072,182357,timo-ThinkPad-P1,192.168.0.13,0.9649851322174072,0,4,dce25_00158
4.6014786e-05,0.5,0.07512307167053223,False,,,5,-4.6014786e-05,e1644a771d7c48c3a0f9bed09b0733cb,2021-06-08_20-17-54,1623179874,1.0401082038879395,182357,timo-ThinkPad-P1,192.168.0.13,1.0401082038879395,0,5,dce25_00158
-1.66893e-06,0.5,0.12343049049377441,False,,,6,1.66893e-06,e1644a771d7c48c3a0f9bed09b0733cb,2021-06-08_20-17-54,1623179874,1.1635386943817139,182357,timo-ThinkPad-P1,192.168.0.13,1.1635386943817139,0,6,dce25_00158
-1.8954277e-05,0.5,0.0695962905883789,False,,,7,1.8954277e-05,e1644a771d7c48c3a0f9bed09b0733cb,2021-06-08_20-17-54,1623179874,1.2331349849700928,182357,timo-ThinkPad-P1,192.168.0.13,1.2331349849700928,0,7,dce25_00158
-0.00012516975,0.5,0.10114765167236328,False,,,8,0.00012516975,e1644a771d7c48c3a0f9bed09b0733cb,2021-06-08_20-17-54,1623179874,1.334282636642456,182357,timo-ThinkPad-P1,192.168.0.13,1.334282636642456,0,8,dce25_00158
-6.377697e-05,0.5,0.05049848556518555,False,,,9,6.377697e-05,e1644a771d7c48c3a0f9bed09b0733cb,2021-06-08_20-17-54,1623179874,1.3847811222076416,182357,timo-ThinkPad-P1,192.168.0.13,1.3847811222076416,0,9,dce25_00158
1.0371208e-05,0.5,0.10104942321777344,False,,,10,-1.0371208e-05,e1644a771d7c48c3a0f9bed09b0733cb,2021-06-08_20-17-54,1623179874,1.485830545425415,182357,timo-ThinkPad-P1,192.168.0.13,1.485830545425415,0,10,dce25_00158
-9.691715e-05,0.5,0.08954691886901855,False,,,11,9.691715e-05,e1644a771d7c48c3a0f9bed09b0733cb,2021-06-08_20-17-54,1623179874,1.5753774642944336,182357,timo-ThinkPad-P1,192.168.0.13,1.5753774642944336,0,11,dce25_00158
-1.3709068e-05,0.5,0.0741879940032959,False,,,12,1.3709068e-05,e1644a771d7c48c3a0f9bed09b0733cb,2021-06-08_20-17-54,1623179874,1.6495654582977295,182357,timo-ThinkPad-P1,192.168.0.13,1.6495654582977295,0,12,dce25_00158
-7.236004e-05,0.5,0.07672262191772461,False,,,13,7.236004e-05,e1644a771d7c48c3a0f9bed09b0733cb,2021-06-08_20-17-54,1623179874,1.726288080215454,182357,timo-ThinkPad-P1,192.168.0.13,1.726288080215454,0,13,dce25_00158
-0.0001565218,0.5,0.06599092483520508,False,,,14,0.0001565218,e1644a771d7c48c3a0f9bed09b0733cb,2021-06-08_20-17-54,1623179874,1.7922790050506592,182357,timo-ThinkPad-P1,192.168.0.13,1.7922790050506592,0,14,dce25_00158
-3.4928322e-05,0.5,0.04748344421386719,False,,,15,3.4928322e-05,e1644a771d7c48c3a0f9bed09b0733cb,2021-06-08_20-17-54,1623179874,1.8397624492645264,182357,timo-ThinkPad-P1,192.168.0.13,1.8397624492645264,0,15,dce25_00158
-0.0002924204,0.5,0.08125925064086914,False,,,16,0.0002924204,e1644a771d7c48c3a0f9bed09b0733cb,2021-06-08_20-17-54,1623179874,1.9210216999053955,182357,timo-ThinkPad-P1,192.168.0.13,1.9210216999053955,0,16,dce25_00158
-0.00024163723,0.5,0.0625002384185791,False,,,17,0.00024163723,e1644a771d7c48c3a0f9bed09b0733cb,2021-06-08_20-17-55,1623179875,1.9835219383239746,182357,timo-ThinkPad-P1,192.168.0.13,1.9835219383239746,0,17,dce25_00158
-0.00028288364,0.5,0.046817779541015625,False,,,18,0.00028288364,e1644a771d7c48c3a0f9bed09b0733cb,2021-06-08_20-17-55,1623179875,2.0303397178649902,182357,timo-ThinkPad-P1,192.168.0.13,2.0303397178649902,0,18,dce25_00158
-0.00013148785,0.5,0.04568195343017578,False,,,19,0.00013148785,e1644a771d7c48c3a0f9bed09b0733cb,2021-06-08_20-17-55,1623179875,2.076021671295166,182357,timo-ThinkPad-P1,192.168.0.13,2.076021671295166,0,19,dce25_00158
-0.00050246716,0.5,0.04646921157836914,False,,,20,0.00050246716,e1644a771d7c48c3a0f9bed09b0733cb,2021-06-08_20-17-55,1623179875,2.122490882873535,182357,timo-ThinkPad-P1,192.168.0.13,2.122490882873535,0,20,dce25_00158
-0.00046122074,0.5,0.11856579780578613,False,,,21,0.00046122074,e1644a771d7c48c3a0f9bed09b0733cb,2021-06-08_20-17-55,1623179875,2.2410566806793213,182357,timo-ThinkPad-P1,192.168.0.13,2.2410566806793213,0,21,dce25_00158
-0.00048840046,0.5,0.05721449851989746,False,,,22,0.00048840046,e1644a771d7c48c3a0f9bed09b0733cb,2021-06-08_20-17-55,1623179875,2.2982711791992188,182357,timo-ThinkPad-P1,192.168.0.13,2.2982711791992188,0,22,dce25_00158
-0.0003222227,0.5,0.05726814270019531,False,,,23,0.0003222227,e1644a771d7c48c3a0f9bed09b0733cb,2021-06-08_20-17-55,1623179875,2.355539321899414,182357,timo-ThinkPad-P1,192.168.0.13,2.355539321899414,0,23,dce25_00158
