mean_loss,mean_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,neg_mean_loss,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
-0.000254035,0.5,0.7272555828094482,False,,,1,0.000254035,061526b5fa814869a1598a8fb68f9b3b,2021-06-08_20-16-16,1623179776,0.7272555828094482,178247,timo-ThinkPad-P1,192.168.0.13,0.7272555828094482,0,1,dce25_00069
-0.04574144,0.5,0.07050943374633789,False,,,2,0.04574144,061526b5fa814869a1598a8fb68f9b3b,2021-06-08_20-16-16,1623179776,0.7977650165557861,178247,timo-ThinkPad-P1,192.168.0.13,0.7977650165557861,0,2,dce25_00069
-0.06822598,0.5,0.0684669017791748,False,,,3,0.06822598,061526b5fa814869a1598a8fb68f9b3b,2021-06-08_20-16-16,1623179776,0.8662319183349609,178247,timo-ThinkPad-P1,192.168.0.13,0.8662319183349609,0,3,dce25_00069
-0.11971092,0.5,0.04936575889587402,False,,,4,0.11971092,061526b5fa814869a1598a8fb68f9b3b,2021-06-08_20-16-16,1623179776,0.915597677230835,178247,timo-ThinkPad-P1,192.168.0.13,0.915597677230835,0,4,dce25_00069
-0.17342961,0.5,0.0567781925201416,False,,,5,0.17342961,061526b5fa814869a1598a8fb68f9b3b,2021-06-08_20-16-16,1623179776,0.9723758697509766,178247,timo-ThinkPad-P1,192.168.0.13,0.9723758697509766,0,5,dce25_00069
-0.24506605,0.5,0.0594182014465332,False,,,6,0.24506605,061526b5fa814869a1598a8fb68f9b3b,2021-06-08_20-16-16,1623179776,1.0317940711975098,178247,timo-ThinkPad-P1,192.168.0.13,1.0317940711975098,0,6,dce25_00069
-0.29611456,0.5,0.13114285469055176,False,,,7,0.29611456,061526b5fa814869a1598a8fb68f9b3b,2021-06-08_20-16-16,1623179776,1.1629369258880615,178247,timo-ThinkPad-P1,192.168.0.13,1.1629369258880615,0,7,dce25_00069
-0.4554932,0.5,0.0941307544708252,False,,,8,0.4554932,061526b5fa814869a1598a8fb68f9b3b,2021-06-08_20-16-16,1623179776,1.2570676803588867,178247,timo-ThinkPad-P1,192.168.0.13,1.2570676803588867,0,8,dce25_00069
-0.7441723,0.5,0.08381104469299316,False,,,9,0.7441723,061526b5fa814869a1598a8fb68f9b3b,2021-06-08_20-16-17,1623179777,1.3408787250518799,178247,timo-ThinkPad-P1,192.168.0.13,1.3408787250518799,0,9,dce25_00069
-0.8563253,0.5,0.06777691841125488,False,,,10,0.8563253,061526b5fa814869a1598a8fb68f9b3b,2021-06-08_20-16-17,1623179777,1.4086556434631348,178247,timo-ThinkPad-P1,192.168.0.13,1.4086556434631348,0,10,dce25_00069
-1.1889055,0.5,0.06040072441101074,False,,,11,1.1889055,061526b5fa814869a1598a8fb68f9b3b,2021-06-08_20-16-17,1623179777,1.4690563678741455,178247,timo-ThinkPad-P1,192.168.0.13,1.4690563678741455,0,11,dce25_00069
-1.6230748,0.5,0.0628974437713623,False,,,12,1.6230748,061526b5fa814869a1598a8fb68f9b3b,2021-06-08_20-16-17,1623179777,1.5319538116455078,178247,timo-ThinkPad-P1,192.168.0.13,1.5319538116455078,0,12,dce25_00069
-2.5203965,0.5,0.0617518424987793,False,,,13,2.5203965,061526b5fa814869a1598a8fb68f9b3b,2021-06-08_20-16-17,1623179777,1.593705654144287,178247,timo-ThinkPad-P1,192.168.0.13,1.593705654144287,0,13,dce25_00069
-6.261892,0.575,0.06102275848388672,False,,,14,6.261892,061526b5fa814869a1598a8fb68f9b3b,2021-06-08_20-16-17,1623179777,1.6547284126281738,178247,timo-ThinkPad-P1,192.168.0.13,1.6547284126281738,0,14,dce25_00069
