mean_loss,mean_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0.0,0.5,0.8924221992492676,False,,,1,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-24,1623178764,0.8924221992492676,159418,timo-ThinkPad-P1,192.168.0.13,0.8924221992492676,0,1,942ba_00025
5.00679e-06,0.5,0.1835026741027832,False,,,2,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-24,1623178764,1.0759248733520508,159418,timo-ThinkPad-P1,192.168.0.13,1.0759248733520508,0,2,942ba_00025
-0.0020157099,0.5,0.31766581535339355,False,,,3,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-24,1623178764,1.3935906887054443,159418,timo-ThinkPad-P1,192.168.0.13,1.3935906887054443,0,3,942ba_00025
-0.040837884,0.75,0.26384830474853516,False,,,4,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-24,1623178764,1.6574389934539795,159418,timo-ThinkPad-P1,192.168.0.13,1.6574389934539795,0,4,942ba_00025
-0.08152759,0.775,0.17699646949768066,False,,,5,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-25,1623178765,1.8344354629516602,159418,timo-ThinkPad-P1,192.168.0.13,1.8344354629516602,0,5,942ba_00025
-0.12160432,0.75,0.12254595756530762,False,,,6,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-25,1623178765,1.9569814205169678,159418,timo-ThinkPad-P1,192.168.0.13,1.9569814205169678,0,6,942ba_00025
-0.1623826,0.75,0.09790515899658203,False,,,7,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-25,1623178765,2.05488657951355,159418,timo-ThinkPad-P1,192.168.0.13,2.05488657951355,0,7,942ba_00025
-0.20278835,0.75,0.09716796875,False,,,8,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-25,1623178765,2.15205454826355,159418,timo-ThinkPad-P1,192.168.0.13,2.15205454826355,0,8,942ba_00025
-0.24160182,0.75,0.12472915649414062,False,,,9,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-25,1623178765,2.2767837047576904,159418,timo-ThinkPad-P1,192.168.0.13,2.2767837047576904,0,9,942ba_00025
-0.27778244,0.75,0.09235739707946777,False,,,10,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-25,1623178765,2.369141101837158,159418,timo-ThinkPad-P1,192.168.0.13,2.369141101837158,0,10,942ba_00025
-0.31398857,0.75,0.09217071533203125,False,,,11,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-25,1623178765,2.4613118171691895,159418,timo-ThinkPad-P1,192.168.0.13,2.4613118171691895,0,11,942ba_00025
-0.35021293,0.75,0.09167718887329102,False,,,12,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-25,1623178765,2.5529890060424805,159418,timo-ThinkPad-P1,192.168.0.13,2.5529890060424805,0,12,942ba_00025
-0.3912667,0.75,0.0902242660522461,False,,,13,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-25,1623178765,2.6432132720947266,159418,timo-ThinkPad-P1,192.168.0.13,2.6432132720947266,0,13,942ba_00025
-0.4304601,0.75,0.09377169609069824,False,,,14,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-25,1623178765,2.736984968185425,159418,timo-ThinkPad-P1,192.168.0.13,2.736984968185425,0,14,942ba_00025
-0.47017407,0.75,0.08423471450805664,False,,,15,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-26,1623178766,2.8212196826934814,159418,timo-ThinkPad-P1,192.168.0.13,2.8212196826934814,0,15,942ba_00025
-0.511894,0.75,0.08031439781188965,False,,,16,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-26,1623178766,2.901534080505371,159418,timo-ThinkPad-P1,192.168.0.13,2.901534080505371,0,16,942ba_00025
-0.55198634,0.75,0.08740830421447754,False,,,17,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-26,1623178766,2.9889423847198486,159418,timo-ThinkPad-P1,192.168.0.13,2.9889423847198486,0,17,942ba_00025
-0.59410286,0.75,0.073822021484375,False,,,18,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-26,1623178766,3.0627644062042236,159418,timo-ThinkPad-P1,192.168.0.13,3.0627644062042236,0,18,942ba_00025
-0.6333864,0.75,0.09014582633972168,False,,,19,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-26,1623178766,3.1529102325439453,159418,timo-ThinkPad-P1,192.168.0.13,3.1529102325439453,0,19,942ba_00025
-0.67521846,0.75,0.09393978118896484,False,,,20,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-26,1623178766,3.24685001373291,159418,timo-ThinkPad-P1,192.168.0.13,3.24685001373291,0,20,942ba_00025
-0.71979535,0.75,0.2210524082183838,False,,,21,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-26,1623178766,3.467902421951294,159418,timo-ThinkPad-P1,192.168.0.13,3.467902421951294,0,21,942ba_00025
-0.7638241,0.75,0.14940166473388672,False,,,22,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-26,1623178766,3.6173040866851807,159418,timo-ThinkPad-P1,192.168.0.13,3.6173040866851807,0,22,942ba_00025
-0.80776906,0.75,0.09371757507324219,False,,,23,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-26,1623178766,3.711021661758423,159418,timo-ThinkPad-P1,192.168.0.13,3.711021661758423,0,23,942ba_00025
-0.8535842,0.75,0.0874636173248291,False,,,24,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-27,1623178767,3.798485279083252,159418,timo-ThinkPad-P1,192.168.0.13,3.798485279083252,0,24,942ba_00025
-0.8967509,0.75,0.08844566345214844,False,,,25,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-27,1623178767,3.8869309425354004,159418,timo-ThinkPad-P1,192.168.0.13,3.8869309425354004,0,25,942ba_00025
-0.94126844,0.75,0.08940505981445312,False,,,26,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-27,1623178767,3.9763360023498535,159418,timo-ThinkPad-P1,192.168.0.13,3.9763360023498535,0,26,942ba_00025
-0.98382914,0.75,0.10342597961425781,False,,,27,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-27,1623178767,4.079761981964111,159418,timo-ThinkPad-P1,192.168.0.13,4.079761981964111,0,27,942ba_00025
-1.0297788,0.75,0.18441343307495117,False,,,28,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-27,1623178767,4.2641754150390625,159418,timo-ThinkPad-P1,192.168.0.13,4.2641754150390625,0,28,942ba_00025
-1.0748718,0.75,0.09198617935180664,False,,,29,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-27,1623178767,4.356161594390869,159418,timo-ThinkPad-P1,192.168.0.13,4.356161594390869,0,29,942ba_00025
-1.1210587,0.75,0.10504364967346191,False,,,30,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-27,1623178767,4.461205244064331,159418,timo-ThinkPad-P1,192.168.0.13,4.461205244064331,0,30,942ba_00025
-1.1674691,0.75,0.31604695320129395,False,,,31,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-28,1623178768,4.777252197265625,159418,timo-ThinkPad-P1,192.168.0.13,4.777252197265625,0,31,942ba_00025
-1.212658,0.75,0.09239602088928223,False,,,32,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-28,1623178768,4.869648218154907,159418,timo-ThinkPad-P1,192.168.0.13,4.869648218154907,0,32,942ba_00025
-1.2601862,0.75,0.08697652816772461,False,,,33,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-28,1623178768,4.956624746322632,159418,timo-ThinkPad-P1,192.168.0.13,4.956624746322632,0,33,942ba_00025
-1.307675,0.75,0.08762407302856445,False,,,34,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-28,1623178768,5.044248819351196,159418,timo-ThinkPad-P1,192.168.0.13,5.044248819351196,0,34,942ba_00025
-1.356039,0.75,0.18277311325073242,False,,,35,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-28,1623178768,5.227021932601929,159418,timo-ThinkPad-P1,192.168.0.13,5.227021932601929,0,35,942ba_00025
-1.4022938,0.775,0.12089109420776367,False,,,36,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-28,1623178768,5.347913026809692,159418,timo-ThinkPad-P1,192.168.0.13,5.347913026809692,0,36,942ba_00025
-1.4506847,0.775,0.11344408988952637,False,,,37,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-28,1623178768,5.461357116699219,159418,timo-ThinkPad-P1,192.168.0.13,5.461357116699219,0,37,942ba_00025
-1.4982495,0.75,0.13962411880493164,False,,,38,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-28,1623178768,5.60098123550415,159418,timo-ThinkPad-P1,192.168.0.13,5.60098123550415,0,38,942ba_00025
-1.5479857,0.775,0.11137247085571289,False,,,39,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-28,1623178768,5.712353706359863,159418,timo-ThinkPad-P1,192.168.0.13,5.712353706359863,0,39,942ba_00025
-1.5958867,0.775,0.4677467346191406,False,,,40,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-29,1623178769,6.180100440979004,159418,timo-ThinkPad-P1,192.168.0.13,6.180100440979004,0,40,942ba_00025
-1.6459183,0.775,0.10421085357666016,False,,,41,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-29,1623178769,6.284311294555664,159418,timo-ThinkPad-P1,192.168.0.13,6.284311294555664,0,41,942ba_00025
-1.6952586,0.75,0.07556843757629395,False,,,42,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-29,1623178769,6.359879732131958,159418,timo-ThinkPad-P1,192.168.0.13,6.359879732131958,0,42,942ba_00025
-1.7465622,0.75,0.06368255615234375,False,,,43,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-29,1623178769,6.423562288284302,159418,timo-ThinkPad-P1,192.168.0.13,6.423562288284302,0,43,942ba_00025
-1.7992985,0.75,0.08405852317810059,False,,,44,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-29,1623178769,6.507620811462402,159418,timo-ThinkPad-P1,192.168.0.13,6.507620811462402,0,44,942ba_00025
-1.8519346,0.75,0.09342575073242188,False,,,45,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-29,1623178769,6.601046562194824,159418,timo-ThinkPad-P1,192.168.0.13,6.601046562194824,0,45,942ba_00025
-1.9024432,0.75,0.09631824493408203,False,,,46,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-29,1623178769,6.697364807128906,159418,timo-ThinkPad-P1,192.168.0.13,6.697364807128906,0,46,942ba_00025
-1.9534148,0.75,0.12992548942565918,False,,,47,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-30,1623178770,6.827290296554565,159418,timo-ThinkPad-P1,192.168.0.13,6.827290296554565,0,47,942ba_00025
-2.009516,0.75,0.11194920539855957,False,,,48,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-30,1623178770,6.939239501953125,159418,timo-ThinkPad-P1,192.168.0.13,6.939239501953125,0,48,942ba_00025
-2.0616481,0.75,0.08689713478088379,False,,,49,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-30,1623178770,7.026136636734009,159418,timo-ThinkPad-P1,192.168.0.13,7.026136636734009,0,49,942ba_00025
-2.1162403,0.75,0.07299232482910156,False,,,50,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-30,1623178770,7.09912896156311,159418,timo-ThinkPad-P1,192.168.0.13,7.09912896156311,0,50,942ba_00025
-2.1714242,0.75,0.19743013381958008,False,,,51,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-30,1623178770,7.29655909538269,159418,timo-ThinkPad-P1,192.168.0.13,7.29655909538269,0,51,942ba_00025
-2.202872,0.8,0.08812999725341797,False,,,52,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-30,1623178770,7.384689092636108,159418,timo-ThinkPad-P1,192.168.0.13,7.384689092636108,0,52,942ba_00025
-2.238306,0.8,0.12208700180053711,False,,,53,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-30,1623178770,7.5067760944366455,159418,timo-ThinkPad-P1,192.168.0.13,7.5067760944366455,0,53,942ba_00025
-2.2753358,0.8,0.10291624069213867,False,,,54,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-30,1623178770,7.609692335128784,159418,timo-ThinkPad-P1,192.168.0.13,7.609692335128784,0,54,942ba_00025
-2.309612,0.8,0.14618134498596191,False,,,55,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-30,1623178770,7.755873680114746,159418,timo-ThinkPad-P1,192.168.0.13,7.755873680114746,0,55,942ba_00025
-2.3443677,0.8,0.08700227737426758,False,,,56,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-31,1623178771,7.842875957489014,159418,timo-ThinkPad-P1,192.168.0.13,7.842875957489014,0,56,942ba_00025
-2.3789425,0.8,0.09563279151916504,False,,,57,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-31,1623178771,7.938508749008179,159418,timo-ThinkPad-P1,192.168.0.13,7.938508749008179,0,57,942ba_00025
-2.4144816,0.8,0.12934637069702148,False,,,58,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-31,1623178771,8.0678551197052,159418,timo-ThinkPad-P1,192.168.0.13,8.0678551197052,0,58,942ba_00025
-2.4498475,0.8,0.0927438735961914,False,,,59,cad6be94580e49c39e8238fe90600d0e,2021-06-08_19-59-31,1623178771,8.160598993301392,159418,timo-ThinkPad-P1,192.168.0.13,8.160598993301392,0,59,942ba_00025
