mean_loss,mean_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0.0,0.5,0.7131984233856201,False,,,1,8e46f080fac848e48c115f17ad6b67f7,2021-06-08_19-59-53,1623178793,0.7131984233856201,160734,timo-ThinkPad-P1,192.168.0.13,0.7131984233856201,0,1,942ba_00056
0.0,0.5,0.06569957733154297,False,,,2,8e46f080fac848e48c115f17ad6b67f7,2021-06-08_19-59-53,1623178793,0.7788980007171631,160734,timo-ThinkPad-P1,192.168.0.13,0.7788980007171631,0,2,942ba_00056
0.0,0.5,0.06487464904785156,False,,,3,8e46f080fac848e48c115f17ad6b67f7,2021-06-08_19-59-53,1623178793,0.8437726497650146,160734,timo-ThinkPad-P1,192.168.0.13,0.8437726497650146,0,3,942ba_00056
3.5762787e-07,0.5,0.05669903755187988,False,,,4,8e46f080fac848e48c115f17ad6b67f7,2021-06-08_19-59-53,1623178793,0.9004716873168945,160734,timo-ThinkPad-P1,192.168.0.13,0.9004716873168945,0,4,942ba_00056
3.5762787e-07,0.5,0.06787371635437012,False,,,5,8e46f080fac848e48c115f17ad6b67f7,2021-06-08_19-59-53,1623178793,0.9683454036712646,160734,timo-ThinkPad-P1,192.168.0.13,0.9683454036712646,0,5,942ba_00056
3.5762787e-07,0.5,0.0663907527923584,False,,,6,8e46f080fac848e48c115f17ad6b67f7,2021-06-08_19-59-54,1623178794,1.034736156463623,160734,timo-ThinkPad-P1,192.168.0.13,1.034736156463623,0,6,942ba_00056
0.0,0.875,0.11431455612182617,False,,,7,8e46f080fac848e48c115f17ad6b67f7,2021-06-08_19-59-54,1623178794,1.1490507125854492,160734,timo-ThinkPad-P1,192.168.0.13,1.1490507125854492,0,7,942ba_00056
3.5762787e-07,0.5,0.061089515686035156,False,,,8,8e46f080fac848e48c115f17ad6b67f7,2021-06-08_19-59-54,1623178794,1.2101402282714844,160734,timo-ThinkPad-P1,192.168.0.13,1.2101402282714844,0,8,942ba_00056
0.0,0.875,0.06177186965942383,False,,,9,8e46f080fac848e48c115f17ad6b67f7,2021-06-08_19-59-54,1623178794,1.2719120979309082,160734,timo-ThinkPad-P1,192.168.0.13,1.2719120979309082,0,9,942ba_00056
0.0,0.775,0.062244415283203125,False,,,10,8e46f080fac848e48c115f17ad6b67f7,2021-06-08_19-59-54,1623178794,1.3341565132141113,160734,timo-ThinkPad-P1,192.168.0.13,1.3341565132141113,0,10,942ba_00056
0.0,0.5,0.06300187110900879,False,,,11,8e46f080fac848e48c115f17ad6b67f7,2021-06-08_19-59-54,1623178794,1.3971583843231201,160734,timo-ThinkPad-P1,192.168.0.13,1.3971583843231201,0,11,942ba_00056
0.0,0.5,0.06223726272583008,False,,,12,8e46f080fac848e48c115f17ad6b67f7,2021-06-08_19-59-54,1623178794,1.4593956470489502,160734,timo-ThinkPad-P1,192.168.0.13,1.4593956470489502,0,12,942ba_00056
0.0,0.5,0.07061433792114258,False,,,13,8e46f080fac848e48c115f17ad6b67f7,2021-06-08_19-59-54,1623178794,1.5300099849700928,160734,timo-ThinkPad-P1,192.168.0.13,1.5300099849700928,0,13,942ba_00056
0.0,0.6,0.06399345397949219,False,,,14,8e46f080fac848e48c115f17ad6b67f7,2021-06-08_19-59-54,1623178794,1.594003438949585,160734,timo-ThinkPad-P1,192.168.0.13,1.594003438949585,0,14,942ba_00056
0.0,0.5,0.052025794982910156,False,,,15,8e46f080fac848e48c115f17ad6b67f7,2021-06-08_19-59-54,1623178794,1.6460292339324951,160734,timo-ThinkPad-P1,192.168.0.13,1.6460292339324951,0,15,942ba_00056
0.0,0.5,0.05655789375305176,False,,,16,8e46f080fac848e48c115f17ad6b67f7,2021-06-08_19-59-54,1623178794,1.7025871276855469,160734,timo-ThinkPad-P1,192.168.0.13,1.7025871276855469,0,16,942ba_00056
0.0,0.675,0.07715797424316406,False,,,17,8e46f080fac848e48c115f17ad6b67f7,2021-06-08_19-59-54,1623178794,1.779745101928711,160734,timo-ThinkPad-P1,192.168.0.13,1.779745101928711,0,17,942ba_00056
0.0,0.5,0.06708264350891113,False,,,18,8e46f080fac848e48c115f17ad6b67f7,2021-06-08_19-59-54,1623178794,1.846827745437622,160734,timo-ThinkPad-P1,192.168.0.13,1.846827745437622,0,18,942ba_00056
0.0,0.5,0.0652463436126709,False,,,19,8e46f080fac848e48c115f17ad6b67f7,2021-06-08_19-59-54,1623178794,1.912074089050293,160734,timo-ThinkPad-P1,192.168.0.13,1.912074089050293,0,19,942ba_00056
3.5762787e-07,0.5,0.10025453567504883,False,,,20,8e46f080fac848e48c115f17ad6b67f7,2021-06-08_19-59-55,1623178795,2.012328624725342,160734,timo-ThinkPad-P1,192.168.0.13,2.012328624725342,0,20,942ba_00056
0.0,0.5,0.06629705429077148,False,,,21,8e46f080fac848e48c115f17ad6b67f7,2021-06-08_19-59-55,1623178795,2.0786256790161133,160734,timo-ThinkPad-P1,192.168.0.13,2.0786256790161133,0,21,942ba_00056
0.0,0.5,0.06362509727478027,False,,,22,8e46f080fac848e48c115f17ad6b67f7,2021-06-08_19-59-55,1623178795,2.1422507762908936,160734,timo-ThinkPad-P1,192.168.0.13,2.1422507762908936,0,22,942ba_00056
