mean_loss,mean_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,neg_mean_loss,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
1.1920929e-07,0.5,1.2989821434020996,False,,,1,-1.1920929e-07,127dbbab1f374246865c42f042b6ff8d,2021-06-08_20-02-57,1623178977,1.2989821434020996,167393,timo-ThinkPad-P1,192.168.0.13,1.2989821434020996,0,1,942ba_00193
1.1920929e-07,0.5,0.25243425369262695,False,,,2,-1.1920929e-07,127dbbab1f374246865c42f042b6ff8d,2021-06-08_20-02-57,1623178977,1.5514163970947266,167393,timo-ThinkPad-P1,192.168.0.13,1.5514163970947266,0,2,942ba_00193
1.1920929e-07,0.5,0.1640474796295166,False,,,3,-1.1920929e-07,127dbbab1f374246865c42f042b6ff8d,2021-06-08_20-02-57,1623178977,1.7154638767242432,167393,timo-ThinkPad-P1,192.168.0.13,1.7154638767242432,0,3,942ba_00193
0.0,0.5,0.2028951644897461,False,,,4,,127dbbab1f374246865c42f042b6ff8d,2021-06-08_20-02-57,1623178977,1.9183590412139893,167393,timo-ThinkPad-P1,192.168.0.13,1.9183590412139893,0,4,942ba_00193
1.1920929e-07,0.5,0.24650859832763672,False,,,5,-1.1920929e-07,127dbbab1f374246865c42f042b6ff8d,2021-06-08_20-02-58,1623178978,2.164867639541626,167393,timo-ThinkPad-P1,192.168.0.13,2.164867639541626,0,5,942ba_00193
0.0,0.5,0.20647001266479492,False,,,6,,127dbbab1f374246865c42f042b6ff8d,2021-06-08_20-02-58,1623178978,2.371337652206421,167393,timo-ThinkPad-P1,192.168.0.13,2.371337652206421,0,6,942ba_00193
1.1920929e-07,0.5,0.5163841247558594,False,,,7,-1.1920929e-07,127dbbab1f374246865c42f042b6ff8d,2021-06-08_20-02-58,1623178978,2.8877217769622803,167393,timo-ThinkPad-P1,192.168.0.13,2.8877217769622803,0,7,942ba_00193
-2.3841858e-07,0.5,0.21582937240600586,False,,,8,2.3841858e-07,127dbbab1f374246865c42f042b6ff8d,2021-06-08_20-02-59,1623178979,3.103551149368286,167393,timo-ThinkPad-P1,192.168.0.13,3.103551149368286,0,8,942ba_00193
0.0,0.5,0.20211338996887207,False,,,9,,127dbbab1f374246865c42f042b6ff8d,2021-06-08_20-02-59,1623178979,3.305664539337158,167393,timo-ThinkPad-P1,192.168.0.13,3.305664539337158,0,9,942ba_00193
1.1920929e-07,0.5,0.2852621078491211,False,,,10,-1.1920929e-07,127dbbab1f374246865c42f042b6ff8d,2021-06-08_20-02-59,1623178979,3.5909266471862793,167393,timo-ThinkPad-P1,192.168.0.13,3.5909266471862793,0,10,942ba_00193
0.0,0.5,0.3094508647918701,False,,,11,,127dbbab1f374246865c42f042b6ff8d,2021-06-08_20-02-59,1623178979,3.9003775119781494,167393,timo-ThinkPad-P1,192.168.0.13,3.9003775119781494,0,11,942ba_00193
1.1920929e-07,0.5,0.14783740043640137,False,,,12,-1.1920929e-07,127dbbab1f374246865c42f042b6ff8d,2021-06-08_20-03-00,1623178980,4.048214912414551,167393,timo-ThinkPad-P1,192.168.0.13,4.048214912414551,0,12,942ba_00193
