mean_loss,mean_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0.0,0.5,1.218306064605713,False,,,1,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-00-59,1623178859,1.218306064605713,163341,timo-ThinkPad-P1,192.168.0.13,1.218306064605713,0,1,942ba_00109
-9.536743e-07,0.5,0.19021296501159668,False,,,2,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-00,1623178860,1.4085190296173096,163341,timo-ThinkPad-P1,192.168.0.13,1.4085190296173096,0,2,942ba_00109
-4.7683716e-06,0.5,0.09881854057312012,False,,,3,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-00,1623178860,1.5073375701904297,163341,timo-ThinkPad-P1,192.168.0.13,1.5073375701904297,0,3,942ba_00109
-0.00012290478,0.5,0.06986403465270996,False,,,4,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-00,1623178860,1.5772016048431396,163341,timo-ThinkPad-P1,192.168.0.13,1.5772016048431396,0,4,942ba_00109
-0.0020737648,0.5,0.08215880393981934,False,,,5,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-00,1623178860,1.659360408782959,163341,timo-ThinkPad-P1,192.168.0.13,1.659360408782959,0,5,942ba_00109
-0.10089433,0.5,0.06895637512207031,False,,,6,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-00,1623178860,1.7283167839050293,163341,timo-ThinkPad-P1,192.168.0.13,1.7283167839050293,0,6,942ba_00109
-0.85046244,0.5,0.09091901779174805,False,,,7,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-00,1623178860,1.8192358016967773,163341,timo-ThinkPad-P1,192.168.0.13,1.8192358016967773,0,7,942ba_00109
-9.207942,0.775,0.08708310127258301,False,,,8,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-00,1623178860,1.9063189029693604,163341,timo-ThinkPad-P1,192.168.0.13,1.9063189029693604,0,8,942ba_00109
-14.240589,0.75,0.10873866081237793,False,,,9,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-00,1623178860,2.0150575637817383,163341,timo-ThinkPad-P1,192.168.0.13,2.0150575637817383,0,9,942ba_00109
-14.755526,0.75,0.09723067283630371,False,,,10,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-00,1623178860,2.112288236618042,163341,timo-ThinkPad-P1,192.168.0.13,2.112288236618042,0,10,942ba_00109
-14.871557,0.75,0.10672545433044434,False,,,11,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-00,1623178860,2.2190136909484863,163341,timo-ThinkPad-P1,192.168.0.13,2.2190136909484863,0,11,942ba_00109
-14.571501,0.75,0.05817914009094238,False,,,12,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-01,1623178861,2.2771928310394287,163341,timo-ThinkPad-P1,192.168.0.13,2.2771928310394287,0,12,942ba_00109
-14.289756,0.75,0.4729800224304199,False,,,13,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-01,1623178861,2.7501728534698486,163341,timo-ThinkPad-P1,192.168.0.13,2.7501728534698486,0,13,942ba_00109
-13.88405,0.75,0.15148639678955078,False,,,14,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-01,1623178861,2.9016592502593994,163341,timo-ThinkPad-P1,192.168.0.13,2.9016592502593994,0,14,942ba_00109
-13.628789,0.75,0.10101079940795898,False,,,15,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-01,1623178861,3.0026700496673584,163341,timo-ThinkPad-P1,192.168.0.13,3.0026700496673584,0,15,942ba_00109
-13.634337,0.75,0.14623785018920898,False,,,16,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-01,1623178861,3.1489078998565674,163341,timo-ThinkPad-P1,192.168.0.13,3.1489078998565674,0,16,942ba_00109
-13.714902,0.75,0.17174315452575684,False,,,17,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-02,1623178862,3.320651054382324,163341,timo-ThinkPad-P1,192.168.0.13,3.320651054382324,0,17,942ba_00109
-13.832476,0.75,0.17246484756469727,False,,,18,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-02,1623178862,3.4931159019470215,163341,timo-ThinkPad-P1,192.168.0.13,3.4931159019470215,0,18,942ba_00109
-13.887476,0.75,0.08707499504089355,False,,,19,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-02,1623178862,3.580190896987915,163341,timo-ThinkPad-P1,192.168.0.13,3.580190896987915,0,19,942ba_00109
-13.968369,0.75,0.08830404281616211,False,,,20,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-02,1623178862,3.668494939804077,163341,timo-ThinkPad-P1,192.168.0.13,3.668494939804077,0,20,942ba_00109
-13.989521,0.75,0.14149093627929688,False,,,21,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-02,1623178862,3.809985876083374,163341,timo-ThinkPad-P1,192.168.0.13,3.809985876083374,0,21,942ba_00109
-14.046017,0.75,0.12885642051696777,False,,,22,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-02,1623178862,3.938842296600342,163341,timo-ThinkPad-P1,192.168.0.13,3.938842296600342,0,22,942ba_00109
-14.092058,0.75,0.10821175575256348,False,,,23,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-02,1623178862,4.047054052352905,163341,timo-ThinkPad-P1,192.168.0.13,4.047054052352905,0,23,942ba_00109
-14.089242,0.75,0.09526968002319336,False,,,24,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-02,1623178862,4.142323732376099,163341,timo-ThinkPad-P1,192.168.0.13,4.142323732376099,0,24,942ba_00109
-14.128954,0.75,0.09980249404907227,False,,,25,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-03,1623178863,4.242126226425171,163341,timo-ThinkPad-P1,192.168.0.13,4.242126226425171,0,25,942ba_00109
-14.199484,0.75,0.09090161323547363,False,,,26,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-03,1623178863,4.3330278396606445,163341,timo-ThinkPad-P1,192.168.0.13,4.3330278396606445,0,26,942ba_00109
-14.263725,0.75,0.10085415840148926,False,,,27,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-03,1623178863,4.433881998062134,163341,timo-ThinkPad-P1,192.168.0.13,4.433881998062134,0,27,942ba_00109
-14.255672,0.75,0.09344792366027832,False,,,28,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-03,1623178863,4.527329921722412,163341,timo-ThinkPad-P1,192.168.0.13,4.527329921722412,0,28,942ba_00109
-14.278488,0.75,0.11714506149291992,False,,,29,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-03,1623178863,4.644474983215332,163341,timo-ThinkPad-P1,192.168.0.13,4.644474983215332,0,29,942ba_00109
-14.300928,0.75,0.08634066581726074,False,,,30,7e83dfd7f4c1441f859d39ef00baabb8,2021-06-08_20-01-03,1623178863,4.730815649032593,163341,timo-ThinkPad-P1,192.168.0.13,4.730815649032593,0,30,942ba_00109
